Date,Actual,Prediction,Residual,Month
2024-06-23,7247,7248.346149732623,-1.3461497326234166,2024-06
2024-06-20,7431,7399.9768896867035,31.023110313296456,2024-06
2024-06-19,7433,7427.651815746753,5.348184253247382,2024-06
2024-06-18,7340,7343.548253586693,-3.5482535866931357,2024-06
2024-06-17,7318,7325.531681589654,-7.531681589653999,2024-06
2024-06-16,7307,7328.978639860144,-21.97863986014363,2024-06
2024-06-13,7544,7535.291478958533,8.708521041467066,2024-06
2024-06-12,7548,7544.583999088401,3.41600091159944,2024-06
2024-06-11,7493,7503.953072503883,-10.95307250388305,2024-06
2024-06-10,7439,7450.875631511544,-11.87563151154427,2024-06
2024-06-09,7451,7451.199392514431,-0.19939251443065586,2024-06
2024-06-06,7741,7746.803210678212,-5.803210678212054,2024-06
2024-06-05,7691,7719.313919191918,-28.313919191918103,2024-06
2024-06-04,7565,7558.762687985249,6.237312014751296,2024-06
2024-06-03,7596,7573.938895454255,22.061104545745366,2024-06
2024-06-02,7546,7564.266378135379,-18.266378135378545,2024-06
2024-05-30,7563,7558.497718267468,4.502281732531628,2024-05
2024-05-29,7491,7508.538244283496,-17.53824428349617,2024-05
2024-05-28,7418,7434.267836958877,-16.267836958876615,2024-05
2024-05-27,7365,7367.724036286921,-2.7240362869206365,2024-05
2024-05-23,7494,7478.043152691752,15.956847308248143,2024-05
2024-05-22,7474,7499.402449127741,-25.40244912774142,2024-05
2024-05-21,7404,7419.641174981964,-15.641174981963559,2024-05
2024-05-20,7368,7359.576046890614,8.423953109386275,2024-05
2024-05-19,7356,7364.415174159584,-8.41517415958424,2024-05
2024-05-16,7565,7555.533593912656,9.466406087343785,2024-05
2024-05-15,7589,7573.925968301341,15.074031698659383,2024-05
2024-05-14,7546,7548.657217767967,-2.6572177679672677,2024-05
2024-05-13,7499,7501.310538847265,-2.3105388472649793,2024-05
2024-05-12,7464,7454.967411994948,9.032588005052276,2024-05
2024-05-09,7570,7564.116683538308,5.88331646169172,2024-05
2024-05-08,7583,7564.785821911778,18.21417808822207,2024-05
2024-05-07,7566,7547.109573974997,18.890426025002853,2024-05
2024-05-06,7449,7478.487440181675,-29.487440181675083,2024-05
2024-05-05,7447,7466.830292947331,-19.830292947331145,2024-05
2024-05-02,7577,7612.686467132616,-35.68646713261569,2024-05
2024-05-01,7508,7525.997376221075,-17.997376221074774,2024-05
2024-04-30,7431,7458.41877287296,-27.41877287296029,2024-04
2024-04-29,7373,7370.540824161546,2.45917583845403,2024-04
2024-04-28,7298,7326.874135815577,-28.874135815576665,2024-04
2024-04-25,7209,7263.314665709293,-54.31466570929297,2024-04
2024-04-24,7128,7178.075346653346,-50.07534665334606,2024-04
2024-04-23,6967,7010.771642156861,-43.77164215686116,2024-04
2024-04-22,6799,6866.003000000001,-67.00300000000061,2024-04
2024-04-21,6745,6785.84125,-40.8412500000004,2024-04
2024-04-18,6728,6737.563375000001,-9.563375000000633,2024-04
2024-04-17,6725,6743.580666666668,-18.58066666666764,2024-04
2024-04-16,6685,6716.522857142858,-31.5228571428579,2024-04
2024-04-15,6681,6671.271732142857,9.728267857142782,2024-04
2024-04-14,6630,6633.024890331888,-3.0248903318879456,2024-04
2024-04-11,6912,6909.564178571429,2.4358214285712165,2024-04
2024-04-10,6999,6985.780239926742,13.21976007325793,2024-04
2024-04-09,7043,7026.596505952382,16.40349404761764,2024-04
2024-04-08,6988,6995.162942307693,-7.1629423076929015,2024-04
2024-04-07,6982,6981.995204212452,0.0047957875476640766,2024-04
2024-04-04,7317,7283.3654530330805,33.634546966919515,2024-04
2024-04-03,7346,7336.231817585192,9.768182414807598,2024-04
2024-04-02,7340,7327.938545204797,12.061454795202735,2024-04
2024-04-01,7271,7271.831675526275,-0.8316755262749211,2024-04
2024-03-31,7257,7272.53409559885,-15.5340955988504,2024-03
2024-03-28,7762,7760.3364416971945,1.6635583028055407,2024-03
2024-03-27,7893,7901.830276830109,-8.830276830109142,2024-03
2024-03-26,7919,7930.782146302766,-11.782146302765796,2024-03
2024-03-25,7899,7899.5723013472625,-0.5723013472625098,2024-03
2024-03-24,7899,7903.8518082847695,-4.851808284769504,2024-03
2024-03-21,8292,8287.938738095238,4.061261904762432,2024-03
2024-03-20,8365,8345.70940800866,19.29059199133917,2024-03
2024-03-19,8390,8372.474396103898,17.52560389610153,2024-03
2024-03-18,8333,8336.913308982685,-3.9133089826846117,2024-03
2024-03-17,8373,8358.824753246754,14.175246753246029,2024-03
2024-03-14,8695,8677.387021645023,17.612978354976804,2024-03
2024-03-13,8819,8793.096276515154,25.903723484845614,2024-03
2024-03-12,8843,8804.489810606061,38.51018939393907,2024-03
2024-03-11,8757,8758.869514360638,-1.8695143606382771,2024-03
2024-03-10,8714,8729.977665417915,-15.977665417914977,2024-03
2024-03-07,8902,8901.873678571428,0.1263214285718277,2024-03
2024-03-06,8870,8890.655773809523,-20.655773809523453,2024-03
2024-03-05,8800,8811.60375,-11.603750000000218,2024-03
2024-03-04,8660,8690.37648297536,-30.376482975359977,2024-03
2024-03-03,8594,8632.088125000002,-38.08812500000204,2024-03
2024-02-29,8724,8708.356183732936,15.643816267063812,2024-02
2024-02-28,8699,8717.975437687313,-18.975437687313388,2024-02
2024-02-27,8650,8664.40412932901,-14.404129329010175,2024-02
2024-02-26,8404,8442.466976190477,-38.466976190477,2024-02
2024-02-25,8404,8465.14948015873,-61.14948015873051,2024-02
2024-02-22,8607,8601.279932539685,5.720067460315477,2024-02
2024-02-21,8573,8582.788940476194,-9.788940476193602,2024-02
2024-02-20,8488,8506.959375000002,-18.959375000002183,2024-02
2024-02-19,8380,8404.957708333333,-24.957708333333358,2024-02
2024-02-15,8463,8511.428326923078,-48.4283269230782,2024-02
2024-02-14,8512,8496.43493452381,15.565065476190284,2024-02
2024-02-13,8348,8384.706997294372,-36.70699729437183,2024-02
2024-02-12,8092,8137.459462468085,-45.459462468084894,2024-02
2024-02-11,8056,8104.971886655009,-48.97188665500926,2024-02
2024-02-08,8188,8217.428413751453,-29.428413751453263,2024-02
2024-02-07,8160,8178.068419703832,-18.06841970383175,2024-02
